lane,match_key,match_date,tour_id,tour_name,tour_rank,surface,round_id,result,result_join_method,player1_id,player1,player2_id,player2,publication_at,publication_capture_mode,publication_source_file,publication_timing_quality,kickoff_iso,spread_line_p1,spread_odds1,spread_odds2,spread_market_p1_devig,ml_odds1,ml_odds2,close_at,close_capture_mode,close_odds1,close_odds2,close_market_p1_devig,published_to_close_clv_p1,published_to_close_clv_p2,close_gap_hours,close_is_stale,clv_eligible,latest_line_at,latest_spread_line_p1,line_move_p1,actual_game_margin_p1,p1_cover_result,p2_cover_result,p1_cover_binary,market_brier,market_log_loss,p1_flat_pnl,p2_flat_pnl,snapshot_count,same_line_snapshot_count
ATP,2026-03-14|21317|24008|47275,2026-03-14,21317,BNP Paribas Open - Indian Wells,3,Hard,10,6-2 6-4,pair_capture_window_unique,24008,Alexander Zverev,47275,Jannik Sinner,2026-03-13T17:35:58.656786+00:00,close,pinnacle-history-20260313-173558.csv,inferred_prior_day,,4.0,2.11,1.781,0.45772295,5.53,1.18,2026-03-13T17:42:40.791932+00:00,close,2.11,1.781,0.45772295,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,4.5,0.5,-6,LOSS,WIN,0.0,0.2095103,0.61197825,-1.0,0.781,4,3
ATP,2026-03-14|21317|22807|68074,2026-03-14,21317,BNP Paribas Open - Indian Wells,3,Hard,10,6-3 7-6(3),pair_capture_window_unique,68074,Carlos Alcaraz,22807,Daniil Medvedev,2026-03-13T17:35:58.656786+00:00,close,pinnacle-history-20260313-173558.csv,inferred_prior_day,,-4.5,2.03,1.847,0.47639928,1.225,4.7,2026-03-13T17:42:40.791932+00:00,close,2.03,1.847,0.47639928,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,-4.5,0.0,-4,LOSS,WIN,0.0,0.22695627,0.64702587,-1.0,0.847,4,4
ATP,2026-03-15|21317|22807|47275,2026-03-15,21317,BNP Paribas Open - Indian Wells,3,Hard,12,7-6(6) 7-6(4),pair_capture_window_unique,22807,Daniil Medvedev,47275,Jannik Sinner,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,4.0,1.952,1.917,0.49547687,4.2,1.265,2026-03-15T11:05:22.349520+00:00,daily,1.952,1.917,0.49547687,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,4.0,0.0,-2,WIN,LOSS,1.0,0.25454359,0.70223461,0.952,-1.0,1,1
ATP,2026-03-17|21318|14716|39863,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-2 6-1,pair_capture_window_unique,14716,Nikoloz Basilashvili,39863,Sho Shimabukuro,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,0.5,1.917,1.901,0.49790466,2.0,1.84,2026-03-17T11:07:19.702774+00:00,daily,1.917,1.901,0.49790466,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,0.5,0.0,9,WIN,LOSS,1.0,0.25209973,0.69734666,0.917,-1.0,1,1
ATP,2026-03-17|21318|14856|82371,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-1 5-7 6-3,pair_capture_window_unique,14856,Yannick Hanfmann,82371,Luca Van Assche,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,-1.0,1.943,1.877,0.49136126,1.813,2.04,2026-03-17T11:07:19.702774+00:00,daily,1.943,1.877,0.49136126,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,-1.0,0.0,6,WIN,LOSS,1.0,0.25871337,0.71057567,0.943,-1.0,1,1
ATP,2026-03-17|21318|47752|58149,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-3 6-7(2) 6-1,pair_capture_window_unique,47752,Adam Walton,58149,Rinky Hijikata,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,1.5,1.917,1.901,0.49790466,2.15,1.735,2026-03-17T11:07:19.702774+00:00,daily,1.917,1.901,0.49790466,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,1.5,0.0,7,WIN,LOSS,1.0,0.25209973,0.69734666,0.917,-1.0,1,1
ATP,2026-03-17|21318|52394|94493,2026-03-17,21318,Miami Open - Miami,3,Hard,3,3-6 7-5 6-4,pair_capture_window_unique,52394,Thiago Agustin Tirante,94493,Martin Landaluce,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,1.5,1.952,1.87,0.48927263,2.21,1.694,2026-03-17T11:07:19.702774+00:00,daily,1.952,1.87,0.48927263,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,1.5,0.0,-1,WIN,LOSS,1.0,0.26084244,0.71483541,0.952,-1.0,1,1
ATP,2026-03-17|21318|28992|53532,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-3 3-6 6-4,pair_capture_window_unique,53532,Liam Draxl,28992,Jay Clarke,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,-3.5,1.98,1.84,0.48167539,1.455,2.81,2026-03-17T11:07:19.702774+00:00,daily,1.98,1.84,0.48167539,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,-3.5,0.0,2,LOSS,WIN,0.0,0.23201118,0.65715358,-1.0,0.84,1,1
ATP,2026-03-17|21318|72578|81980,2026-03-17,21318,Miami Open - Miami,3,Hard,3,3-6 7-6(5) 6-3,pair_capture_window_unique,72578,Mattia Bellucci,81980,Murphy Cassone,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,-3.5,1.775,2.07,0.53836151,1.339,3.37,2026-03-17T11:07:19.702774+00:00,daily,1.775,2.07,0.53836151,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,-3.5,0.0,1,LOSS,WIN,0.0,0.28983311,0.77297318,-1.0,1.07,1,1
ATP,2026-03-17|21318|61667|79065,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-3 3-6 7-5,pair_capture_window_unique,79065,Arthur Fery,61667,Bu Yunchaokete,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,2.0,1.893,1.926,0.5043205,2.26,1.667,2026-03-17T11:07:19.702774+00:00,daily,1.893,1.926,0.5043205,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,2.0,0.0,2,WIN,LOSS,1.0,0.24569816,0.68454329,0.893,-1.0,1,1
ATP,2026-03-17|21318|71166|79113,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-2 3-6 6-3,pair_capture_window_unique,79113,Ignacio Buse,71166,Chak Lam Coleman Wong,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,2.0,1.877,1.943,0.50863874,2.29,1.649,2026-03-17T11:07:19.702774+00:00,daily,1.877,1.943,0.50863874,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,2.0,0.0,4,WIN,LOSS,1.0,0.24143588,0.67601725,0.877,-1.0,1,1
ATP,2026-03-17|21318|24721|88766,2026-03-17,21318,Miami Open - Miami,3,Hard,3,4-6 6-4 6-4,pair_capture_window_unique,88766,Alexander Blockx,24721,Christopher O'Connell,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,-2.5,1.885,1.935,0.5065445,1.541,2.54,2026-03-17T11:07:19.702774+00:00,daily,1.885,1.935,0.5065445,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,-2.5,0.0,-2,LOSS,WIN,0.0,0.25658733,0.7063226,-1.0,0.935,1,1
ATP,2026-03-17|21318|28899|99691,2026-03-17,21318,Miami Open - Miami,3,Hard,3,6-4 6-4,pair_capture_window_unique,99691,Rafael Jodar,28899,Benjamin Bonzi,2026-03-17T11:07:19.702774+00:00,daily,pinnacle-history-20260317-110719.csv,same_day_unverified,,-2.0,1.952,1.87,0.48927263,1.699,2.2,2026-03-17T11:07:19.702774+00:00,daily,1.952,1.87,0.48927263,0.0,0.0,,,0,2026-03-17T11:07:19.702774+00:00,-2.0,0.0,4,WIN,LOSS,1.0,0.26084244,0.71483541,0.952,-1.0,1,1
ATP,2026-03-19|21318|6101|34233,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-4 6-4,pair_capture_window_unique,6101,Marin Cilic,34233,Alexei Popyrin,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,-2.0,1.952,1.901,0.49338178,1.654,2.33,2026-03-19T11:06:05.126575+00:00,daily,1.917,1.952,0.50452313,0.01825769,-0.02612705,,,0,2026-03-19T11:06:05.126575+00:00,-2.0,0.0,4,WIN,LOSS,1.0,0.25666202,0.706472,0.952,-1.0,4,4
ATP,2026-03-19|21318|1837|11517,2026-03-19,21318,Miami Open - Miami,3,Hard,4,7-6(3) 7-6(4),pair_capture_window_unique,11517,James Duckworth,1837,Roberto Bautista Agut,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,2.0,1.935,1.909,0.49661811,2.32,1.662,2026-03-19T11:06:05.126575+00:00,daily,1.962,1.909,0.49315422,-0.01376147,0.0,,,0,2026-03-19T11:06:05.126575+00:00,2.0,0.0,-2,PUSH,PUSH,,,,0.0,0.0,4,4
ATP,2026-03-19|21318|14716|66828,2026-03-19,21318,Miami Open - Miami,3,Hard,4,7-6(7) 6-3,pair_capture_window_unique,14716,Nikoloz Basilashvili,66828,Mariano Navone,2026-03-18T11:07:39.846784+00:00,daily,pinnacle-history-20260318-110739.csv,inferred_prior_day,,0.5,1.943,1.909,0.49558671,2.01,1.87,2026-03-19T11:06:05.126575+00:00,daily,1.971,1.901,0.49096074,-0.01420599,0.00420831,,,0,2026-03-19T11:06:05.126575+00:00,0.5,0.0,-4,LOSS,WIN,0.0,0.24560619,0.68435932,-1.0,0.909,3,2
ATP,2026-03-19|21318|18736|94493,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-3 7-6(6),pair_capture_window_unique,18736,Marcos Giron,94493,Martin Landaluce,2026-03-18T11:07:39.846784+00:00,daily,pinnacle-history-20260318-110739.csv,inferred_prior_day,,-2.5,1.909,1.943,0.50441329,1.568,2.53,2026-03-19T11:06:05.126575+00:00,daily,1.943,1.926,0.49780305,-0.01749871,0.00882658,,,0,2026-03-19T11:06:05.126575+00:00,-2.5,0.0,-4,LOSS,WIN,0.0,0.25443277,0.70201295,-1.0,0.943,3,3
ATP,2026-03-19|21318|25171|53532,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-7(4) 6-1 6-1,pair_capture_window_unique,25171,Quentin Halys,53532,Liam Draxl,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,same_day_unverified,,-3.0,2.0,1.862,0.48213361,1.503,2.72,2026-03-19T11:06:05.126575+00:00,daily,2.02,1.862,0.47964967,-0.00990099,0.0,,,0,2026-03-19T11:06:05.126575+00:00,-3.0,0.0,9,WIN,LOSS,1.0,0.2681856,0.72953401,1.0,-1.0,2,2
ATP,2026-03-19|21318|7806|26140,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-3 6-2,pair_capture_window_unique,26140,Zhizhen Zhang,7806,Adrian Mannarino,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,-0.5,1.952,1.901,0.49338178,1.885,1.98,2026-03-18T11:07:39.846784+00:00,daily,1.962,1.893,0.49105058,-0.00509684,0.0042261,,,0,2026-03-19T11:06:05.126575+00:00,0.5,1.0,-7,LOSS,WIN,0.0,0.24342558,0.67999758,-1.0,0.901,4,2
ATP,2026-03-19|21318|28087|31446,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-7(6) 6-2 7-6(5),pair_capture_window_unique,28087,Reilly Opelka,31446,Nuno Borges,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,0.0,1.926,1.926,0.5,1.962,1.909,2026-03-18T00:02:05.177000+00:00,daily,1.926,1.926,0.5,0.0,0.0,,,0,2026-03-19T11:06:05.126575+00:00,-0.5,-0.5,4,WIN,LOSS,1.0,0.25,0.69314718,0.926,-1.0,4,1
ATP,2026-03-19|21318|28108|29812,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-4 6-2,pair_capture_window_unique,28108,Alexandre Muller,29812,Matteo Berrettini,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,3.5,2.11,1.775,0.45688546,4.27,1.251,2026-03-19T11:06:05.126575+00:00,daily,2.17,1.746,0.44586313,-0.02764977,0.01660939,,,0,2026-03-19T11:06:05.126575+00:00,3.5,0.0,-6,LOSS,WIN,0.0,0.20874432,0.61043504,-1.0,0.775,4,4
ATP,2026-03-19|21318|28898|34337,2026-03-19,21318,Miami Open - Miami,3,Hard,4,4-6 6-3 6-1,pair_capture_window_unique,28898,Kamil Majchrzak,34337,Miomir Kecmanovic,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,2.5,1.901,1.952,0.50661822,2.6,1.541,2026-03-19T11:06:05.126575+00:00,daily,1.926,1.943,0.50219695,-0.01298027,0.00463201,,,0,2026-03-19T11:06:05.126575+00:00,2.5,0.0,6,WIN,LOSS,1.0,0.24342558,0.67999758,0.901,-1.0,4,4
ATP,2026-03-19|21318|30087|61971,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-4 6-2,pair_capture_window_unique,30087,Alejandro Tabilo,61971,Francisco Comesana,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,-3.0,1.893,1.962,0.50894942,1.418,3.04,2026-03-19T11:06:05.126575+00:00,daily,1.971,1.901,0.49096074,-0.03957382,0.03208837,,,0,2026-03-19T11:06:05.126575+00:00,-3.0,0.0,6,WIN,LOSS,1.0,0.24113068,0.67540665,0.893,-1.0,4,4
ATP,2026-03-19|21318|30470|79065,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-1 7-6(4),pair_capture_window_unique,30470,Stefanos Tsitsipas,79065,Arthur Fery,2026-03-18T11:07:39.846784+00:00,daily,pinnacle-history-20260318-110739.csv,inferred_prior_day,,-3.5,1.962,1.893,0.49105058,1.37,3.29,2026-03-19T11:06:05.126575+00:00,daily,2.02,1.855,0.47870968,-0.02871287,0.02048518,,,0,2026-03-19T11:06:05.126575+00:00,-3.5,0.0,6,WIN,LOSS,1.0,0.25902951,0.71120813,0.962,-1.0,3,3
ATP,2026-03-19|21318|24249|33502,2026-03-19,21318,Miami Open - Miami,3,Hard,4,7-5 6-3,pair_capture_window_unique,33502,Denis Shapovalov,24249,Botic Van De Zandschulp,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,-3.0,2.02,1.84,0.47668394,1.498,2.73,2026-03-18T00:02:05.177000+00:00,daily,2.02,1.84,0.47668394,0.0,0.0,,,0,2026-03-19T11:06:05.126575+00:00,-2.5,0.5,-5,LOSS,WIN,0.0,0.22722758,0.64756967,-1.0,0.84,4,1
ATP,2026-03-19|21318|37741|40609,2026-03-19,21318,Miami Open - Miami,3,Hard,4,7-5 6-2,pair_capture_window_unique,37741,Zizou Bergs,40609,Jenson Brooksby,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,1.5,1.971,1.885,0.48884855,2.23,1.709,2026-03-18T00:02:05.177000+00:00,daily,1.971,1.885,0.48884855,0.0,0.0,,,0,2026-03-19T11:06:05.126575+00:00,2.5,1.0,6,WIN,LOSS,1.0,0.26127581,0.71570256,0.971,-1.0,4,1
ATP,2026-03-19|21318|52140|91521,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-4 3-6 6-2,pair_capture_window_unique,52140,Fabian Marozsan,91521,Joao Fonseca,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,3.5,1.917,1.935,0.50233645,3.14,1.397,2026-03-19T11:06:05.126575+00:00,daily,1.885,1.99,0.51354839,0.01697613,-0.02763819,,,0,2026-03-19T11:06:05.126575+00:00,3.5,0.0,-3,WIN,LOSS,1.0,0.24766901,0.68848517,0.917,-1.0,4,3
ATP,2026-03-19|21318|56197|58327,2026-03-19,21318,Miami Open - Miami,3,Hard,4,2-6 6-4 6-1,pair_capture_window_unique,56197,Emilio Nava,58327,Tomas Machac,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,3.0,1.87,1.99,0.51554404,2.94,1.441,2026-03-19T11:06:05.126575+00:00,daily,2.0,1.877,0.48413722,-0.065,0.06020245,,,0,2026-03-19T11:06:05.126575+00:00,3.0,0.0,-3,PUSH,PUSH,,,,0.0,0.0,4,4
ATP,2026-03-19|21318|13447|79113,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-7(6) 7-6(6) 6-1,pair_capture_window_unique,79113,Ignacio Buse,13447,Damir Dzumhur,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,same_day_unverified,,-3.0,2.01,1.855,0.47994825,1.556,2.56,2026-03-19T11:06:05.126575+00:00,daily,1.98,1.885,0.48771022,0.01515152,-0.01591512,,,0,2026-03-19T11:06:05.126575+00:00,-3.0,0.0,-5,LOSS,WIN,0.0,0.23035033,0.65382696,-1.0,0.855,2,2
ATP,2026-03-19|21318|26473|82269,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-2 6-4,pair_capture_window_unique,82269,Ethan Quinn,26473,Hubert Hurkacz,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,1.0,1.893,1.952,0.5076723,2.08,1.806,2026-03-19T11:06:05.126575+00:00,daily,1.962,1.909,0.49315422,-0.0351682,0.02252488,,,0,2026-03-19T11:06:05.126575+00:00,1.0,0.0,6,WIN,LOSS,1.0,0.24238656,0.67791911,0.893,-1.0,4,4
ATP,2026-03-19|21318|14177|92243,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-3 3-6 6-3,pair_capture_window_unique,92243,Darwin Blanch,14177,Jan-Lennard Struff,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,2.5,1.885,1.971,0.51115145,2.62,1.535,2026-03-18T11:07:39.846784+00:00,daily,1.893,1.98,0.5112316,-0.0042261,-0.00454545,,,0,2026-03-19T11:06:05.126575+00:00,2.0,-0.5,3,WIN,LOSS,1.0,0.2389729,0.67108935,0.885,-1.0,4,2
ATP,2026-03-19|21318|72578|92985,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-2 6-1,pair_capture_window_unique,92985,Alex Michelsen,72578,Mattia Bellucci,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,same_day_unverified,,-3.0,1.935,1.917,0.49766355,1.45,2.9,2026-03-19T11:06:05.126575+00:00,daily,1.917,1.952,0.50452313,0.00938967,-0.01793033,,,0,2026-03-19T11:06:05.126575+00:00,-3.0,0.0,9,WIN,LOSS,1.0,0.25234191,0.69783103,0.935,-1.0,2,2
ATP,2026-03-19|21318|14856|99691,2026-03-19,21318,Miami Open - Miami,3,Hard,4,6-4 4-6 6-1,pair_capture_window_unique,99691,Rafael Jodar,14856,Yannick Hanfmann,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,same_day_unverified,,-2.5,1.952,1.901,0.49338178,1.617,2.41,2026-03-19T11:06:05.126575+00:00,daily,1.962,1.901,0.49210458,-0.00509684,0.0,,,0,2026-03-19T11:06:05.126575+00:00,-2.5,0.0,5,WIN,LOSS,1.0,0.25666202,0.706472,0.952,-1.0,2,2
ATP,2026-03-19|21318|73620|111498,2026-03-19,21318,Miami Open - Miami,3,Hard,4,5-7 6-4 6-4,pair_capture_window_unique,111498,Moise Kouame,73620,Zachary Svajda,2026-03-18T11:07:39.846784+00:00,daily,pinnacle-history-20260318-110739.csv,inferred_prior_day,,4.5,1.952,1.893,0.4923277,4.42,1.239,2026-03-19T11:06:05.126575+00:00,daily,1.98,1.893,0.4887684,-0.01414141,0.0,,,0,2026-03-19T11:06:05.126575+00:00,4.5,0.0,2,WIN,LOSS,1.0,0.25773117,0.70861073,0.952,-1.0,3,3
ATP,2026-03-20|21318|1837|25543,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-3 6-3,pair_capture_window_unique,1837,Roberto Bautista Agut,25543,Karen Khachanov,2026-03-20T00:02:06.918856+00:00,daily,pinnacle-history-20260320-000206.csv,same_day_unverified,,4.0,1.855,2.0,0.51880674,3.74,1.304,2026-03-20T00:02:06.918856+00:00,daily,1.855,2.0,0.51880674,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,3.5,-0.5,-6,LOSS,WIN,0.0,0.26916044,0.73148631,-1.0,1.0,2,1
ATP,2026-03-20|21318|24245|29812,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-4 6-4,pair_capture_window_unique,24245,Alexander Bublik,29812,Matteo Berrettini,2026-03-20T11:07:19.114301+00:00,daily,pinnacle-history-20260320-110719.csv,same_day_unverified,,-2.0,1.98,1.87,0.48571429,1.625,2.39,2026-03-20T11:07:19.114301+00:00,daily,1.98,1.87,0.48571429,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,-2.0,0.0,-4,LOSS,WIN,0.0,0.23591837,0.6649763,-1.0,0.87,1,1
ATP,2026-03-20|21318|13674|24721,2026-03-20,21318,Miami Open - Miami,3,Hard,4,7-6(6) 6-3,pair_capture_window_unique,24721,Christopher O'Connell,13674,Marton Fucsovics,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,inferred_prior_day,,2.5,1.99,1.87,0.48445596,2.6,1.541,2026-03-20T11:07:19.114301+00:00,daily,1.98,1.893,0.4887684,0.00505051,-0.01215003,,,0,2026-03-20T11:07:19.114301+00:00,2.5,0.0,-4,LOSS,WIN,0.0,0.23469758,0.66253254,-1.0,0.87,4,4
ATP,2026-03-20|21318|7806|29935,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-2 2-6 6-4,pair_capture_window_unique,29935,Tommy Paul,7806,Adrian Mannarino,2026-03-20T00:02:06.918856+00:00,daily,pinnacle-history-20260320-000206.csv,same_day_unverified,,-4.5,2.03,1.833,0.47450168,1.223,4.63,2026-03-20T11:07:19.114301+00:00,daily,1.98,1.877,0.48664765,0.02525253,-0.02344166,,,0,2026-03-20T11:07:19.114301+00:00,-4.5,0.0,2,LOSS,WIN,0.0,0.22515185,0.64340829,-1.0,0.833,2,2
ATP,2026-03-20|21318|30470|39309,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-3 7-6(3),pair_capture_window_unique,30470,Stefanos Tsitsipas,39309,Alex De Minaur,2026-03-20T11:07:19.114301+00:00,daily,pinnacle-history-20260320-110719.csv,same_day_unverified,,3.0,1.862,2.0,0.51786639,2.83,1.469,2026-03-20T11:07:19.114301+00:00,daily,1.862,2.0,0.51786639,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,3.0,0.0,4,WIN,LOSS,1.0,0.23245282,0.658038,0.862,-1.0,1,1
ATP,2026-03-20|21318|33648|82269,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-4 7-6(7),pair_capture_window_unique,33648,Casper Ruud,82269,Ethan Quinn,2026-03-20T00:02:06.918856+00:00,daily,pinnacle-history-20260320-000206.csv,same_day_unverified,,-3.0,1.909,1.943,0.50441329,1.459,2.87,2026-03-20T11:07:19.114301+00:00,daily,2.02,1.84,0.47668394,-0.0549505,0.05597826,,,0,2026-03-20T11:07:19.114301+00:00,-3.0,0.0,-3,LOSS,WIN,0.0,0.25443277,0.70201295,-1.0,0.943,2,2
ATP,2026-03-20|21318|42229|42451,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-0 6-3,pair_capture_window_unique,42229,Camilo Ugo Carabelli,42451,Sebastian Korda,2026-03-20T11:07:19.114301+00:00,daily,pinnacle-history-20260320-110719.csv,same_day_unverified,,5.0,1.84,2.02,0.52331606,6.73,1.132,2026-03-20T11:07:19.114301+00:00,daily,1.84,2.02,0.52331606,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,5.0,0.0,-9,LOSS,WIN,0.0,0.2738597,0.74090161,-1.0,1.02,1,1
ATP,2026-03-20|21318|47752|52721,2026-03-20,21318,Miami Open - Miami,3,Hard,4,6-2 6-2,pair_capture_window_unique,47752,Adam Walton,52721,Sebastian Baez,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,inferred_prior_day,,1.5,1.917,1.935,0.50233645,2.15,1.758,2026-03-20T11:07:19.114301+00:00,daily,1.99,1.885,0.48645161,-0.03668342,0.0265252,,,0,2026-03-20T11:07:19.114301+00:00,1.5,0.0,8,WIN,LOSS,1.0,0.24766901,0.68848517,0.917,-1.0,4,4
ATP,2026-03-20|21318|52394|61857,2026-03-20,21318,Miami Open - Miami,3,Hard,4,7-5 6-7(9) 7-6(5),pair_capture_window_unique,61857,Valentin Royer,52394,Thiago Agustin Tirante,2026-03-19T00:02:53.960945+00:00,daily,pinnacle-history-20260319-000253.csv,inferred_prior_day,,-1.0,1.943,1.909,0.49558671,1.82,2.06,2026-03-20T11:07:19.114301+00:00,daily,1.962,1.909,0.49315422,-0.009684,0.0,,,0,2026-03-20T11:07:19.114301+00:00,-1.0,0.0,-2,LOSS,WIN,0.0,0.24560619,0.68435932,-1.0,0.909,4,4
ATP,2026-03-20|21318|28087|63017,2026-03-20,21318,Miami Open - Miami,3,Hard,5,7-6(3) 7-6(0),pair_capture_window_unique,63017,Jack Draper,28087,Reilly Opelka,2026-03-20T11:07:19.114301+00:00,daily,pinnacle-history-20260320-110719.csv,same_day_unverified,,-3.0,2.01,1.847,0.47886959,1.274,4.02,2026-03-20T11:07:19.114301+00:00,daily,2.01,1.847,0.47886959,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,-3.0,0.0,-2,LOSS,WIN,0.0,0.22931608,0.65175496,-1.0,0.847,1,1
ATP,2026-03-20|21318|36594|66828,2026-03-20,21318,Miami Open - Miami,3,Hard,5,6-3 6-4,pair_capture_window_unique,66828,Mariano Navone,36594,Valentin Vacherot,2026-03-20T00:02:06.918856+00:00,daily,pinnacle-history-20260320-000206.csv,same_day_unverified,,3.5,1.87,1.99,0.51554404,2.86,1.463,2026-03-20T00:02:06.918856+00:00,daily,1.87,1.99,0.51554404,0.0,0.0,,,0,2026-03-20T11:07:19.114301+00:00,3.0,-0.5,-5,LOSS,WIN,0.0,0.26578566,0.72472875,-1.0,0.99,2,1
ATP,2026-03-20|21318|29732|67535,2026-03-20,21318,Miami Open - Miami,3,Hard,4,6-4 6-2,pair_capture_window_unique,67535,Terence Atmane,29732,Daniel Altmaier,2026-03-18T00:02:05.177000+00:00,daily,pinnacle-history-20260318-000205.csv,inferred_prior_day,,-2.5,1.847,2.01,0.52113041,1.5,2.73,2026-03-19T11:06:05.126575+00:00,daily,1.847,2.03,0.52360072,0.0,-0.00985222,,,0,2026-03-20T11:07:19.114301+00:00,-3.0,-0.5,6,WIN,LOSS,1.0,0.22931608,0.65175496,0.847,-1.0,6,4
