date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,overlay_tournament_key,overlay_resolved_year,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,threshold_tier,bet_type,spread_line,spread_odds,stake_units,stake_gbp,stake_model,signal_profile
2026-03-04,19:37:13,Joao Fonseca,Raphael Collignon,Hard,Masters 1000,high,2.2,1.83,1.787,2.13,-18.77,16.39,P2,16.39,overlay,328.0,4.0743,ok,settled,P1,LOSS,0,2026-03-08,91521,84235,91521,84235,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,,,,,,,,,,,,,
2026-03-04,19:37:13,Nuno Borges,Emilio Nava,Hard,Masters 1000,high,2.22,1.82,1.602,2.47,-27.84,35.71,P2,35.71,overlay,328.0,4.0743,ok,settled,P1,LOSS,0,2026-03-08,31446,56197,31446,56197,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,,,,,,,,,,,,,
2026-03-04,19:37:13,Alejandro Tabilo,Rafael Jodar,Hard,Masters 1000,high,1.68,2.47,2.14,1.781,27.38,-27.89,P1,27.38,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,30087,99691,30087,99691,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,,,,,,,,,,,,,
2026-03-05,00:49:24,Nuno Borges,Emilio Nava,Hard,Masters 1000,high,2.21,1.83,1.61,2.45,-27.15,33.88,P2,33.88,base,,,,settled,P1,LOSS,0,2026-03-08,31446,56197,31446,56197,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Valentin Royer,Benjamin Bonzi,Hard,Masters 1000,high,2.58,1.63,2.05,1.826,-20.54,12.02,P2,12.02,base,,,,settled,P2,WIN,1,2026-03-08,61857,28899,28899,61857,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Alejandro Tabilo,Rafael Jodar,Hard,Masters 1000,high,1.68,2.47,2.14,1.781,27.38,-27.89,P1,27.38,base,,,,settled,P1,WIN,1,2026-03-08,30087,99691,30087,99691,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Daniel Merida Aguilar,Alex Michelsen,Hard,Masters 1000,high,2.57,1.63,3.54,1.331,37.74,-18.34,P1,37.74,base,,,,settled,P2,LOSS,0,2026-03-08,83223,92985,92985,83223,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Joao Fonseca,Raphael Collignon,Hard,Masters 1000,high,2.2,1.83,1.787,2.13,-18.77,16.39,P2,16.39,base,,,,settled,P1,LOSS,0,2026-03-08,91521,84235,91521,84235,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Juan Manuel Cerundolo,Botic Van De Zandschulp,Hard,Masters 1000,high,2.47,1.68,3.06,1.424,23.89,-15.24,P1,23.89,base,,,,settled,P1,WIN,1,2026-03-08,52934,24249,52934,24249,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Francesco Maestrelli,Rinky Hijikata,Hard,Masters 1000,high,1.83,2.2,2.25,1.699,22.95,-22.77,P1,22.95,base,,,,settled,P2,LOSS,0,2026-03-08,63737,58149,58149,63737,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Sebastian Korda,Francisco Comesana,Hard,Masters 1000,high,1.43,3.31,1.191,5.29,-16.71,59.82,P2,59.82,base,,,,settled,P1,LOSS,0,2026-03-08,42451,61971,42451,61971,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Hubert Hurkacz,Aleksandar Kovacevic,Hard,Masters 1000,high,1.69,2.44,1.415,3.1,-16.27,27.05,P2,27.05,base,,,,settled,P2,WIN,1,2026-03-08,26473,39152,39152,26473,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Fabian Marozsan,Roberto Bautista Agut,Hard,Masters 1000,high,1.63,2.58,1.309,3.77,-19.69,46.12,P2,46.12,base,,,,settled,P2,WIN,1,2026-03-08,52140,1837,1837,52140,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Chun Hsin Tseng,Sebastian Baez,Hard,Masters 1000,high,2.93,1.52,3.53,1.332,20.48,-12.37,P1,20.48,base,,,,settled,P2,LOSS,0,2026-03-08,47557,52721,52721,47557,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Nuno Borges,Emilio Nava,Hard,Masters 1000,high,2.21,1.83,1.61,2.45,-27.15,33.88,P2,33.88,overlay,328.0,4.0743,ok,settled,P1,LOSS,0,2026-03-08,31446,56197,31446,56197,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Valentin Royer,Benjamin Bonzi,Hard,Masters 1000,high,2.58,1.63,2.05,1.826,-20.54,12.02,P2,12.02,overlay,328.0,4.0743,ok,settled,P2,WIN,1,2026-03-08,61857,28899,28899,61857,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Alejandro Tabilo,Rafael Jodar,Hard,Masters 1000,high,1.68,2.47,2.14,1.781,27.38,-27.89,P1,27.38,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,30087,99691,30087,99691,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Joao Fonseca,Raphael Collignon,Hard,Masters 1000,high,2.2,1.83,1.787,2.13,-18.77,16.39,P2,16.39,overlay,328.0,4.0743,ok,settled,P1,LOSS,0,2026-03-08,91521,84235,91521,84235,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,00:49:24,Francesco Maestrelli,Rinky Hijikata,Hard,Masters 1000,high,1.83,2.2,2.25,1.699,22.95,-22.77,P1,22.95,overlay,328.0,4.0743,ok,settled,P2,LOSS,0,2026-03-08,63737,58149,58149,63737,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Jacob Fearnley,Damir Dzumhur,Hard,Masters 1000,high,2.24,1.81,1.82,2.09,-18.75,15.47,P2,15.47,base,,,,settled,P1,LOSS,0,2026-03-08,68090,13447,68090,13447,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.68,2.48,2.11,1.787,25.6,-27.94,P1,25.6,base,,,,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Brandon Nakashima,Camilo Ugo Carabelli,Hard,Masters 1000,high,1.49,3.02,1.204,4.92,-19.19,62.91,P2,62.91,base,,,,settled,P1,LOSS,0,2026-03-08,56846,42229,56846,42229,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Adam Walton,Learner Tien,Hard,Masters 1000,high,4.74,1.27,5.35,1.182,12.87,-6.93,P1,12.87,base,,,,settled,P2,LOSS,0,2026-03-08,47752,93452,93452,47752,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Jacob Fearnley,Damir Dzumhur,Hard,Masters 1000,high,2.24,1.81,1.82,2.09,-18.75,15.47,P2,15.47,overlay,328.0,4.0743,ok,settled,P1,LOSS,0,2026-03-08,68090,13447,68090,13447,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,17:45:20,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.68,2.48,2.11,1.787,25.6,-27.94,P1,25.6,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-05,20:35:09,Zizou Bergs,Tommy Paul,Hard,Masters 1000,high,2.89,1.53,4.03,1.272,39.45,-16.86,P1,39.45,base,,,,settled,P2,LOSS,0,2026-03-08,37741,29935,29935,37741,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Adam Walton,Learner Tien,Hard,Masters 1000,high,4.37,1.3,5.45,1.183,24.71,-9.0,P1,24.71,base,,,,settled,P2,LOSS,0,2026-03-08,47752,93452,93452,47752,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Karen Khachanov,Joao Fonseca,Hard,Masters 1000,high,1.71,2.41,2.3,1.667,34.5,-30.83,P1,34.5,base,,,,settled,P2,LOSS,0,2026-03-08,25543,91521,91521,25543,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Zizou Bergs,Tommy Paul,Hard,Masters 1000,high,2.95,1.51,4.38,1.242,48.47,-17.75,P1,48.47,base,,,,settled,P2,LOSS,0,2026-03-08,37741,29935,29935,37741,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Tomas Martin Etcheverry,Denis Shapovalov,Hard,Masters 1000,high,2.2,1.83,2.57,1.549,16.82,-15.36,P1,16.82,base,,,,settled,P2,LOSS,0,2026-03-08,37532,33502,33502,37532,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Dalibor Svrcina,Jannik Sinner,Hard,Masters 1000,high,5.84,1.21,30.95,1.016,429.97,-16.03,P1,429.97,base,,,,settled,P2,LOSS,0,2026-03-08,63299,47275,47275,63299,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Lorenzo Musetti,Marton Fucsovics,Hard,Masters 1000,high,1.46,3.2,1.329,3.55,-8.97,10.94,P2,10.94,base,,,,settled,P2,WIN,1,2026-03-08,63572,13674,13674,63572,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Andrey Rublev,Gabriel Diallo,Hard,Masters 1000,high,1.55,2.81,1.385,3.21,-10.65,14.23,P2,14.23,base,,,,settled,P2,WIN,1,2026-03-08,29372,68627,68627,29372,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Gael Monfils,Felix Auger Aliassime,Hard,Masters 1000,high,4.05,1.33,5.68,1.167,40.25,-12.26,P1,40.25,base,,,,settled,P2,LOSS,0,2026-03-08,5917,40434,40434,5917,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.67,2.49,2.1,1.806,25.75,-27.47,P1,25.75,base,,,,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Jenson Brooksby,Frances Tiafoe,Hard,Masters 1000,high,2.51,1.66,2.02,1.855,-19.52,11.75,P2,11.75,base,,,,settled,P2,WIN,1,2026-03-08,40609,29939,29939,40609,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Brandon Nakashima,Camilo Ugo Carabelli,Hard,Masters 1000,high,1.49,3.02,1.214,4.87,-18.52,61.26,P2,61.26,base,,,,settled,P1,LOSS,0,2026-03-08,56846,42229,56846,42229,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Karen Khachanov,Joao Fonseca,Hard,Masters 1000,high,1.71,2.41,2.3,1.667,34.5,-30.83,P1,34.5,overlay,328.0,4.0743,ok,settled,P2,LOSS,0,2026-03-08,25543,91521,91521,25543,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.67,2.49,2.1,1.806,25.75,-27.47,P1,25.75,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-06,10:56:54,Jenson Brooksby,Frances Tiafoe,Hard,Masters 1000,high,2.51,1.66,2.02,1.855,-19.52,11.75,P2,11.75,overlay,328.0,4.0743,ok,settled,P2,WIN,1,2026-03-08,40609,29939,29939,40609,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Alexander Shevchenko,Casper Ruud,Hard,Masters 1000,high,3.29,1.44,4.82,1.21,46.5,-15.97,P1,46.5,base,,,,settled,P2,LOSS,0,2026-03-08,64891,33648,33648,64891,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Roberto Bautista Agut,Jack Draper,Hard,Masters 1000,high,3.99,1.33,6.36,1.143,59.4,-14.06,P1,59.4,base,,,,settled,P2,LOSS,0,2026-03-08,1837,63017,63017,1837,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Sebastian Baez,Jiri Lehecka,Hard,Masters 1000,high,2.76,1.57,3.27,1.373,18.48,-12.55,P1,18.48,base,,,,settled,P1,WIN,1,2026-03-08,52721,61838,52721,61838,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Jacob Fearnley,Taylor Harry Fritz,Hard,Masters 1000,high,4.29,1.3,4.74,1.216,10.49,-6.46,P1,10.49,base,,,,settled,P2,LOSS,0,2026-03-08,68090,29932,29932,68090,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Carlos Alcaraz,Grigor Dimitrov,Hard,Masters 1000,high,1.08,13.5,1.038,16.86,-3.89,24.89,P2,24.89,base,,,,settled,P1,LOSS,0,2026-03-08,68074,11953,68074,11953,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Valentin Vacherot,Nuno Borges,Hard,Masters 1000,high,1.51,2.96,1.73,2.19,14.57,-26.01,P1,14.57,base,,,,settled,P1,WIN,1,2026-03-08,36594,31446,36594,31446,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Alexander Bublik,Vit Kopriva,Hard,Masters 1000,high,1.42,3.37,1.278,3.98,-10.0,18.1,P2,18.1,base,,,,settled,P1,LOSS,0,2026-03-08,24245,42971,24245,42971,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Novak Djokovic,Kamil Majchrzak,Hard,Masters 1000,high,1.33,4.06,1.097,8.41,-17.52,107.14,P2,107.14,base,,,,settled,P1,LOSS,0,2026-03-08,5992,28898,5992,28898,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Francisco Cerundolo,Benjamin Bonzi,Hard,Masters 1000,high,1.54,2.85,1.348,3.42,-12.47,20.0,P2,20.0,base,,,,settled,P1,LOSS,0,2026-03-08,52279,28899,52279,28899,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Daniil Medvedev,Alejandro Tabilo,Hard,Masters 1000,high,1.46,3.18,1.256,4.21,-13.97,32.39,P2,32.39,base,,,,settled,P1,LOSS,0,2026-03-08,22807,30087,22807,30087,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Valentin Vacherot,Nuno Borges,Hard,Masters 1000,high,1.51,2.96,1.73,2.19,14.57,-26.01,P1,14.57,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,36594,31446,36594,31446,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-06,23:58:57,Tomas Martin Etcheverry,Denis Shapovalov,Hard,Masters 1000,high,1.8,2.26,2.72,1.51,51.11,-33.19,P1,51.11,overlay,328.0,4.0743,ok,settled,P2,LOSS,0,2026-03-08,37532,33502,33502,37532,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Carlos Alcaraz,Grigor Dimitrov,Hard,Masters 1000,high,1.08,13.5,1.04,17.25,-3.7,27.78,P2,27.78,base,,,,settled,P1,LOSS,0,2026-03-08,68074,11953,68074,11953,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Alexander Bublik,Vit Kopriva,Hard,Masters 1000,high,1.37,3.72,1.271,4.12,-7.23,10.75,P2,10.75,base,,,,settled,P1,LOSS,0,2026-03-08,24245,42971,24245,42971,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Francisco Cerundolo,Benjamin Bonzi,Hard,Masters 1000,high,1.5,2.99,1.365,3.37,-9.0,12.71,P2,12.71,base,,,,settled,P1,LOSS,0,2026-03-08,52279,28899,52279,28899,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Roberto Bautista Agut,Jack Draper,Hard,Masters 1000,high,5.45,1.22,6.54,1.143,20.0,-6.31,P1,20.0,base,,,,settled,P2,LOSS,0,2026-03-08,1837,63017,63017,1837,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Daniil Medvedev,Alejandro Tabilo,Hard,Masters 1000,high,1.38,3.62,1.283,4.0,-7.03,10.5,P2,10.5,base,,,,settled,P1,LOSS,0,2026-03-08,22807,30087,22807,30087,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Karen Khachanov,Joao Fonseca,Hard,Masters 1000,high,1.71,2.4,2.27,1.694,32.75,-29.42,P1,32.75,base,,,,settled,P2,LOSS,0,2026-03-08,25543,91521,91521,25543,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Marton Fucsovics,Arthur Fils,Hard,Masters 1000,high,2.74,1.58,3.11,1.412,13.5,-10.63,P1,13.5,base,,,,no_match,,,,,,,,,,No oncourt_games row matched this player pair in date window,,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Brandon Nakashima,Alexander Zverev,Hard,Masters 1000,high,3.25,1.44,3.74,1.313,15.08,-8.82,P1,15.08,base,,,,no_match,,,,,,,,,,No oncourt_games row matched this player pair in date window,,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Ben Shelton,Learner Tien,Hard,Masters 1000,high,1.58,2.71,1.758,2.17,11.27,-19.93,P1,11.27,base,,,,no_match,,,,,,,,,,No oncourt_games row matched this player pair in date window,,,,,,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Karen Khachanov,Joao Fonseca,Hard,Masters 1000,high,1.71,2.4,2.27,1.694,32.75,-29.42,P1,32.75,overlay,328.0,4.0743,ok,settled,P2,LOSS,0,2026-03-08,25543,91521,91521,25543,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-07,12:43:02,Ben Shelton,Learner Tien,Hard,Masters 1000,high,1.58,2.71,1.758,2.17,11.27,-19.93,P1,11.27,overlay,328.0,4.0743,ok,no_match,,,,,,,,,,No oncourt_games row matched this player pair in date window,,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-07,23:58:27,Rinky Hijikata,Luciano Darderi,Hard,Masters 1000,high,2.58,1.63,3.13,1.408,21.32,-13.62,P1,21.32,base,,,,settled,P1,WIN,1,2026-03-08,58149,76127,58149,76127,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,public,,,,,,,
2026-03-07,23:58:27,Cameron Norrie,Mackenzie Mcdonald,Hard,Masters 1000,high,1.52,2.9,1.629,2.41,7.17,-16.9,P1,7.17,base,,,,settled,P1,WIN,1,2026-03-08,27851,18094,27851,18094,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,internal,,,,,,,
2026-03-07,23:58:27,Ugo Humbert,Alex Michelsen,Hard,Masters 1000,high,1.76,2.32,2.03,1.862,15.34,-19.74,P1,15.34,base,,,,settled,P2,LOSS,0,2026-03-08,38911,92985,92985,38911,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,public,,,,,,,
2026-03-07,23:58:27,Jacob Fearnley,Taylor Harry Fritz,Hard,Masters 1000,high,3.78,1.36,4.81,1.218,27.25,-10.44,P1,27.25,base,,,,settled,P2,LOSS,0,2026-03-08,68090,29932,29932,68090,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,,,False,False,False,none,none,public,,,,,,,
2026-03-07,23:58:27,Cameron Norrie,Mackenzie Mcdonald,Hard,Masters 1000,high,1.52,2.9,1.629,2.41,7.17,-16.9,P1,7.17,overlay,328.0,4.0743,ok,settled,P1,WIN,1,2026-03-08,27851,18094,27851,18094,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
2026-03-07,23:58:27,Ugo Humbert,Alex Michelsen,Hard,Masters 1000,high,1.76,2.32,2.03,1.862,15.34,-19.74,P1,15.34,overlay,328.0,4.0743,ok,settled,P2,LOSS,0,2026-03-08,38911,92985,92985,38911,2026-03-08T22:53:31+00:00, [from oncourt_today fallback],,,,bnp paribas open,2026,False,False,False,none,none,,,,,,,,
